run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.28986612937879497,0.015270861618218329,0.014674866667788732
2,0.29870611704462086,0.014905815709826948,0.016229325768660426
3,0.30543875388459263,0.014992956545713094,0.015205576267519377
4,0.29165713118678877,0.018721048036521176,0.015071275638326156
5,0.32372356424693055,0.0140889758810979,0.015285910197914993
