run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,1.6702613530120736,0.017756285257543226,0.016480141519969422
2,1.6478548873464516,0.01746672524253355,0.016654227827927182
3,1.8395301243772038,0.017823584226923726,0.016766472874253365
4,2.040441755447346,0.017133872332823104,0.01685426236829987
5,1.821988754254505,0.018707274612750336,0.016422086696406483
