datetime,I_sg,CH14,CH15,T_0,T_270,T_90,T_180,I_aps,mf,CH7,CH8,pw,elapsed_time,Isg,eta,T_0_smooth,T_0_dTdt,T_90_smooth,T_90_dTdt,T_180_smooth,T_180_dTdt,T_270_smooth,T_270_dTdt
2025/10/25 10:54,9.9,27.3,0.4024,42.8,43.2,45.2,41.5,-0.8893,22.27174245,4.9,0.143,1.911896221,2799,3.248398995,3.047655172,42.76577511,0.000417898,45.26557639,0.000308333,41.53902078,0.000276792,43.19557014,0.000313375
2025/10/25 10:54,9.9,27.2,0.4009,42.8,43.2,45.3,41.5,-0.889,22.17843018,4.9,0.146,1.911031077,2800,3.237716844,3.057710256,42.76619235,0.000416568,45.26588469,0.000308271,41.53929749,0.000276632,43.19588345,0.000313248
2025/10/25 10:54,9.89,27.3,0.4005,42.7,43.2,45.2,41.5,-0.8893,22.12906035,4.9,0.146,1.911031077,2801,3.232638571,3.05942028,42.76660825,0.00041523,45.26619293,0.00030821,41.53957404,0.000276475,43.19619663,0.000313119
2025/10/25 10:54,9.88,27.2,0.4043,42.7,43.2,45.2,41.5,-0.8903,22.43439144,4.9,0.145,1.911319564,2802,3.264167109,3.026805819,42.76702281,0.000413885,45.26650111,0.00030815,41.53985044,0.00027632,43.19650968,0.000312988
2025/10/25 10:54,9.9,27.2,0.4024,42.8,43.2,45.2,41.5,-0.891,22.29121356,4.9,0.148,1.910453786,2803,3.248497993,3.047562296,42.76743602,0.000412532,45.26680923,0.000308092,41.54012668,0.000276166,43.19682261,0.000312855
2025/10/25 10:54,9.9,27.3,0.4031,42.7,43.2,45.2,41.5,-0.8913,22.32439928,4.9,0.146,1.911031077,2804,3.252630558,3.043690276,42.76784787,0.000411171,45.26711729,0.000308035,41.54040277,0.000276015,43.19713539,0.00031272
2025/10/25 10:55,9.92,27.3,0.4024,42.7,43.2,45.2,41.5,-0.89,22.27174245,4.89,0.147,1.904464427,2805,3.238645011,3.063009365,42.76825836,0.000409803,45.2674253,0.000307979,41.54067871,0.000275866,43.19744804,0.000312583
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.2,41.5,-0.8876,22.27174245,4.9,0.146,1.911031077,2806,3.247265638,3.048718862,42.76866747,0.000408428,45.26773325,0.000307925,41.5409545,0.000275719,43.19776056,0.000312444
2025/10/25 10:55,9.9,27.3,0.4009,42.7,43.2,45.2,41.5,-0.8886,22.1590691,4.9,0.146,1.911031077,2807,3.235725327,3.059592209,42.76907521,0.000407044,45.26804115,0.000307872,41.54123015,0.000275574,43.19807293,0.000312303
2025/10/25 10:55,9.91,27.3,0.4028,42.8,43.2,45.2,41.5,-0.8893,22.30182615,4.9,0.147,1.910742484,2808,3.249959561,3.049268711,42.76948156,0.000405653,45.268349,0.00030782,41.54150565,0.000275431,43.19838516,0.00031216
2025/10/25 10:55,9.91,27.3,0.4024,42.7,43.2,45.2,41.5,-0.89,22.27174245,4.9,0.147,1.910742484,2809,3.246887574,3.052153723,42.76988651,0.000404255,45.26865679,0.000307769,41.54178101,0.00027529,43.19869725,0.000312015
2025/10/25 10:55,9.89,27.3,0.4009,42.8,43.2,45.2,41.5,-0.8896,22.1590691,4.9,0.146,1.911031077,2810,3.235725327,3.056501712,42.77029007,0.000402849,45.26896454,0.00030772,41.54205623,0.000275152,43.19900919,0.000311869
2025/10/25 10:55,9.91,27.4,0.4046,42.8,43.2,45.3,41.6,-0.8893,22.41776508,4.9,0.146,1.911031077,2811,3.262104894,3.037915801,42.77069221,0.000401435,45.26927223,0.000307671,41.54233132,0.000275015,43.19932099,0.00031172
2025/10/25 10:55,9.89,27.3,0.4024,42.8,43.2,45.3,41.5,-0.8896,22.27174245,4.9,0.147,1.910742484,2812,3.246887574,3.045993978,42.77109293,0.000400014,45.26957988,0.000307625,41.54260627,0.000274881,43.19963263,0.000311569
2025/10/25 10:55,9.91,27.4,0.4046,42.8,43.2,45.3,41.6,-0.8926,22.41776508,4.9,0.146,1.911031077,2813,3.262104894,3.037915801,42.77149223,0.000398585,45.26988748,0.000307579,41.54288108,0.000274748,43.19994412,0.000311417
2025/10/25 10:55,9.88,27.4,0.4031,42.8,43.2,45.3,41.5,-0.889,22.30487673,4.9,0.147,1.910742484,2814,3.250269308,3.039748114,42.7718901,0.000397149,45.27019504,0.000307535,41.54315576,0.000274618,43.20025546,0.000311262
2025/10/25 10:55,9.91,27.4,0.4013,42.8,43.2,45.3,41.5,-0.8896,22.16970323,4.9,0.146,1.911031077,2815,3.236819173,3.061647707,42.77228653,0.000395705,45.27050255,0.000307492,41.54343032,0.00027449,43.20056665,0.000311106
2025/10/25 10:55,9.91,27.4,0.4046,42.8,43.2,45.3,41.5,-0.8896,22.41776508,4.9,0.145,1.911319564,2816,3.262485087,3.037561777,42.77268151,0.000394254,45.27081002,0.00030745,41.54370474,0.000274364,43.20087767,0.000310947
2025/10/25 10:55,9.91,27.4,0.4035,42.8,43.2,45.3,41.6,-0.891,22.33495862,4.9,0.148,1.910453786,2817,3.25294446,3.046470704,42.77307503,0.000392794,45.27111745,0.000307409,41.54397905,0.00027424,43.20118854,0.000310787
2025/10/25 10:55,9.9,27.3,0.4028,42.8,43.2,45.3,41.6,-0.8896,22.30182615,4.9,0.147,1.910742484,2818,3.249959561,3.046191749,42.7734671,0.000391328,45.27142484,0.00030737,41.54425322,0.000274118,43.20149925,0.000310624
2025/10/25 10:55,9.9,27.4,0.4039,42.8,43.2,45.3,41.5,-0.889,22.36505627,4.9,0.146,1.911031077,2819,3.256759338,3.039831615,42.77385769,0.000389854,45.27173219,0.000307332,41.54452728,0.000273998,43.20180979,0.00031046
2025/10/25 10:55,9.9,27.4,0.405,42.8,43.2,45.3,41.5,-0.889,22.44790607,4.9,0.147,1.910742484,2820,3.264772934,3.032370153,42.7742468,0.000388372,45.2720395,0.000307295,41.54480122,0.000273881,43.20212017,0.000310294
2025/10/25 10:55,9.91,27.4,0.4009,42.8,43.2,45.4,41.7,-0.8893,22.13970802,4.9,0.147,1.910742484,2821,3.23335824,3.064924844,42.77463443,0.000386882,45.27234678,0.00030726,41.54507504,0.000273765,43.20243038,0.000310126
2025/10/25 10:55,9.9,27.3,0.4039,42.8,43.2,45.2,41.6,-0.8896,22.38463769,4.9,0.145,1.911319564,2822,3.259127578,3.037622727,42.77502056,0.000385385,45.27265402,0.000307226,41.54534875,0.000273651,43.20274042,0.000309955
2025/10/25 10:55,9.9,27.3,0.4028,42.7,43.2,45.2,41.5,-0.8876,22.30182615,4.9,0.147,1.910742484,2823,3.249959561,3.046191749,42.7754052,0.000383881,45.27296123,0.000307193,41.54562235,0.00027354,43.20305029,0.000309783
2025/10/25 10:55,9.91,27.3,0.4009,42.8,43.2,45.3,41.5,-0.889,22.1590691,4.9,0.146,1.911031077,2824,3.235725327,3.062682706,42.77578832,0.000382368,45.27326841,0.000307161,41.54589583,0.000273431,43.20335998,0.000309609
2025/10/25 10:55,9.91,27.3,0.4024,42.8,43.2,45.3,41.5,-0.8896,22.27174245,4.9,0.145,1.911319564,2825,3.247643562,3.051443242,42.77616993,0.000380849,45.27357555,0.000307131,41.54616921,0.000273323,43.2036695,0.000309433
2025/10/25 10:55,9.91,27.3,0.4024,42.7,43.2,45.3,41.5,-0.8896,22.27174245,4.9,0.146,1.911031077,2826,3.247265638,3.051798376,42.77655002,0.000379321,45.27388267,0.000307101,41.54644248,0.000273218,43.20397885,0.000309255
2025/10/25 10:55,9.89,27.3,0.4061,42.8,43.2,45.2,41.6,-0.8896,22.55061876,4.9,0.146,1.911031077,2827,3.275518984,3.019368853,42.77692857,0.000377786,45.27418976,0.000307074,41.54671565,0.000273115,43.20428801,0.000309075
2025/10/25 10:55,9.91,27.3,0.4054,42.8,43.2,45.3,41.5,-0.8913,22.49775483,4.9,0.148,1.910453786,2828,3.269432867,3.03110674,42.77730559,0.000376244,45.27449682,0.000307047,41.54698871,0.000273014,43.204597,0.000308893
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.6,-0.89,22.27174245,4.9,0.147,1.910742484,2829,3.246887574,3.049073851,42.77768106,0.000374694,45.27480385,0.000307022,41.54726168,0.000272915,43.2049058,0.000308709
2025/10/25 10:55,9.91,27.3,0.4013,42.8,43.2,45.3,41.5,-0.8893,22.18909363,4.9,0.145,1.911319564,2830,3.239189993,3.059406834,42.77805497,0.000373136,45.27511086,0.000306998,41.54753454,0.000272819,43.20521442,0.000308524
2025/10/25 10:55,9.9,27.3,0.4005,42.8,43.2,45.3,41.5,-0.8893,22.12906035,4.9,0.146,1.911031077,2831,3.232638571,3.062513728,42.77842733,0.000371571,45.27541785,0.000306975,41.54780731,0.000272724,43.20552285,0.000308336
2025/10/25 10:55,9.89,27.2,0.4031,42.8,43.2,45.3,41.6,-0.89,22.34392183,4.9,0.144,1.911607945,2832,3.255371221,3.038055979,42.77879811,0.000369998,45.27572481,0.000306953,41.54807999,0.000272631,43.20583109,0.000308146
2025/10/25 10:55,9.92,27.3,0.4035,42.8,43.2,45.3,41.5,-0.8913,22.3545106,4.9,0.146,1.911031077,2833,3.255688409,3.046974634,42.77916732,0.000368418,45.27603175,0.000306933,41.54835258,0.000272541,43.20613914,0.000307954
2025/10/25 10:55,9.89,27.3,0.4024,42.8,43.2,45.3,41.5,-0.888,22.27174245,4.89,0.146,1.90475302,2834,3.239024021,3.053388902,42.77953494,0.00036683,45.27633868,0.000306914,41.54862507,0.000272452,43.20644699,0.000307761
2025/10/25 10:55,9.9,27.3,0.4009,42.8,43.2,45.3,41.5,-0.8906,22.1590691,4.9,0.146,1.911031077,2835,3.235725327,3.059592209,42.77990098,0.000365234,45.27664558,0.000306896,41.54889748,0.000272366,43.20675466,0.000307565
2025/10/25 10:55,9.89,27.3,0.4035,42.8,43.2,45.2,41.5,-0.8886,22.3545106,4.9,0.146,1.911031077,2836,3.255688409,3.037759993,42.78026541,0.000363631,45.27695247,0.00030688,41.54916981,0.000272282,43.20706212,0.000307368
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.5,-0.8883,22.27174245,4.9,0.147,1.910742484,2837,3.246887574,3.049073851,42.78062824,0.00036202,45.27725934,0.000306865,41.54944205,0.0002722,43.20736939,0.000307168
2025/10/25 10:55,9.91,27.3,0.4005,42.8,43.2,45.3,41.5,-0.8906,22.12906035,4.9,0.147,1.910742484,2838,3.232263185,3.065963207,42.78098945,0.000360402,45.2775662,0.000306851,41.54971421,0.00027212,43.20767646,0.000306967
2025/10/25 10:55,9.91,27.3,0.4043,42.8,43.2,45.3,41.5,-0.8903,22.41478056,4.89,0.146,1.90475302,2839,3.253509952,3.045941198,42.78134904,0.000358776,45.27787305,0.000306838,41.54998629,0.000272042,43.20798332,0.000306763
2025/10/25 10:55,9.93,27.3,0.4028,42.8,43.2,45.3,41.6,-0.8913,22.30182615,4.9,0.148,1.910453786,2840,3.249580763,3.055778799,42.781707,0.000357143,45.27817988,0.000306827,41.55025829,0.000271966,43.20828999,0.000306558
2025/10/25 10:55,9.91,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8886,22.27174245,4.9,0.146,1.911031077,2841,3.247265638,3.051798376,42.78206332,0.000355502,45.2784867,0.000306817,41.55053022,0.000271892,43.20859644,0.00030635
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.5,-0.889,22.27174245,4.91,0.146,1.917318458,2842,3.255502245,3.041005429,42.782418,0.000353853,45.27879351,0.000306808,41.55080208,0.00027182,43.20890269,0.000306141
2025/10/25 10:55,9.9,27.3,0.4009,42.8,43.2,45.3,41.6,-0.8903,22.1590691,4.9,0.146,1.911031077,2843,3.235725327,3.059592209,42.78277103,0.000352197,45.27910031,0.0003068,41.55107386,0.000271751,43.20920872,0.00030593
2025/10/25 10:55,9.9,27.4,0.4024,42.8,43.2,45.4,41.6,-0.8876,22.25227134,4.9,0.144,1.911607945,2844,3.246031155,3.049878305,42.78312239,0.000350533,45.27940711,0.000306794,41.55134558,0.000271683,43.20951454,0.000305717
2025/10/25 10:55,9.9,27.4,0.4024,42.8,43.2,45.4,41.7,-0.8876,22.25227134,4.9,0.145,1.911319564,2845,3.245653763,3.050232934,42.78347209,0.000348862,45.2797139,0.000306789,41.55161723,0.000271618,43.20982015,0.000305502
2025/10/25 10:55,9.89,27.4,0.4046,42.8,43.2,45.4,41.6,-0.8876,22.41776508,4.9,0.145,1.911319564,2846,3.262485087,3.031431481,42.78382011,0.000347183,45.28002069,0.000306785,41.55188882,0.000271555,43.21012555,0.000305284
2025/10/25 10:55,9.9,27.4,0.4024,42.8,43.2,45.4,41.7,-0.8893,22.25227134,4.9,0.146,1.911031077,2847,3.245276232,3.050587775,42.78416645,0.000345496,45.28032747,0.000306782,41.55216034,0.000271494,43.21043072,0.000305065
2025/10/25 10:55,9.89,27.4,0.4039,42.8,43.2,45.4,41.7,-0.8893,22.36505627,4.9,0.147,1.910742484,2848,3.256379766,3.037115052,42.7845111,0.000343802,45.28063425,0.000306781,41.5524318,0.000271434,43.21073568,0.000304844
2025/10/25 10:55,9.91,27.4,0.4009,42.8,43.2,45.3,41.5,-0.8906,22.13970802,4.9,0.145,1.911319564,2849,3.234109242,3.064213129,42.78485405,0.0003421,45.28094104,0.000306781,41.55270321,0.000271377,43.21104041,0.000304621
2025/10/25 10:55,9.89,27.3,0.4035,42.8,43.2,45.3,41.5,-0.8873,22.3545106,4.9,0.144,1.911607945,2850,3.256446832,3.037052502,42.7851953,0.000340391,45.28124782,0.000306783,41.55297456,0.000271322,43.21134492,0.000304396
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.5,-0.89,22.27174245,4.89,0.145,1.905041507,2851,3.239402893,3.056118775,42.78553483,0.000338674,45.2815546,0.000306785,41.55324585,0.00027127,43.2116492,0.00030417
2025/10/25 10:55,9.9,27.3,0.4005,42.8,43.2,45.3,41.5,-0.8886,22.12906035,4.9,0.145,1.911319564,2852,3.233013818,3.06215827,42.78587265,0.00033695,45.28186139,0.000306789,41.5535171,0.000271219,43.21195326,0.000303941
2025/10/25 10:55,9.9,27.3,0.4046,42.8,43.2,45.3,41.6,-0.8876,22.43739807,4.9,0.144,1.911607945,2853,3.264851615,3.032297074,42.78620873,0.000335218,45.28216818,0.000306794,41.55378829,0.00027117,43.21225708,0.00030371
2025/10/25 10:55,9.89,27.3,0.4031,42.8,43.2,45.3,41.6,-0.8893,22.32439928,4.9,0.148,1.910453786,2854,3.251872448,3.041324701,42.78654308,0.000333478,45.28247498,0.0003068,41.55405944,0.000271124,43.21256068,0.000303477
2025/10/25 10:55,9.9,27.3,0.4005,42.8,43.2,45.3,41.5,-0.891,22.12906035,4.9,0.146,1.911031077,2855,3.232638571,3.062513728,42.78687568,0.000331731,45.28278178,0.000306808,41.55433054,0.000271079,43.21286404,0.000303243
2025/10/25 10:55,9.9,27.3,0.4039,42.7,43.2,45.3,41.6,-0.8886,22.38463769,4.89,0.147,1.904464427,2856,3.250083336,3.046075739,42.78720654,0.000329976,45.28308859,0.000306817,41.5546016,0.000271037,43.21316716,0.000303006
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.5,-0.8883,22.27174245,4.9,0.147,1.910742484,2857,3.246887574,3.049073851,42.78753563,0.000328214,45.28339541,0.000306827,41.55487262,0.000270997,43.21347005,0.000302767
2025/10/25 10:55,9.89,27.3,0.4031,42.8,43.2,45.3,41.6,-0.8906,22.32439928,4.89,0.145,1.905041507,2858,3.24474885,3.048001697,42.78786296,0.000326444,45.28370225,0.000306838,41.55514359,0.000270958,43.2137727,0.000302527
2025/10/25 10:55,9.9,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8876,22.27174245,4.9,0.146,1.911031077,2859,3.247265638,3.048718862,42.78818852,0.000324667,45.28400909,0.000306851,41.55541453,0.000270922,43.2140751,0.000302284
2025/10/25 10:55,9.88,27.3,0.4024,42.8,43.2,45.3,41.5,-0.8866,22.27174245,4.9,0.144,1.911607945,2860,3.248021347,3.041851929,42.78851229,0.000322881,45.28431595,0.000306865,41.55568544,0.000270888,43.21437726,0.00030204
2025/10/25 10:55,9.89,27.3,0.4061,42.8,43.2,45.3,41.6,-0.8886,22.55061876,4.9,0.143,1.911896221,2861,3.27666577,3.018312118,42.78883428,0.000321089,45.28462282,0.00030688,41.55595631,0.000270856,43.21467918,0.000301793
2025/10/25 10:55,9.88,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8873,22.27174245,4.9,0.148,1.910453786,2862,3.246509374,3.043268589,42.78915447,0.000319288,45.28492971,0.000306897,41.55622715,0.000270827,43.21498085,0.000301545
2025/10/25 10:55,9.89,27.3,0.4024,42.8,43.2,45.3,41.6,-0.889,22.27174245,4.9,0.144,1.911607945,2863,3.248021347,3.044930726,42.78947285,0.000317481,45.28523662,0.000306915,41.55649796,0.000270799,43.21528227,0.000301295
2025/10/25 10:55,9.89,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8896,22.27174245,4.89,0.144,1.905329888,2864,3.239781625,3.052674885,42.78978943,0.000315665,45.28554354,0.000306934,41.55676875,0.000270773,43.21558344,0.000301042
2025/10/25 10:56,9.9,27.3,0.4009,42.8,43.2,45.3,41.5,-0.889,22.1590691,4.89,0.143,1.905618164,2865,3.228657241,3.066290182,42.79010418,0.000313842,45.28585048,0.000306954,41.55703951,0.00027075,43.21588435,0.000300788
2025/10/25 10:56,9.89,27.3,0.4001,42.8,43.2,45.3,41.6,-0.8876,22.09906738,4.89,0.144,1.905329888,2866,3.222128579,3.069399547,42.79041711,0.000312012,45.28615745,0.000306976,41.55731025,0.000270728,43.21618501,0.000300532
2025/10/25 10:56,9.87,27.3,0.4046,42.8,43.2,45.3,41.5,-0.8886,22.43739807,4.9,0.143,1.911896221,2867,3.265231814,3.022756289,42.7907282,0.000310174,45.28646444,0.000306998,41.55758097,0.000270709,43.21648542,0.000300274
2025/10/25 10:56,9.89,27.3,0.4054,42.8,43.2,45.3,41.6,-0.8896,22.49775483,4.9,0.145,1.911319564,2868,3.270577329,3.023930947,42.79103745,0.000308328,45.28677145,0.000307023,41.55785167,0.000270692,43.21678556,0.000300013
2025/10/25 10:56,9.89,27.3,0.4009,42.8,43.2,45.3,41.6,-0.8876,22.1590691,4.9,0.145,1.911319564,2869,3.236101094,3.056146799,42.79134486,0.000306474,45.28707848,0.000307048,41.55812235,0.000270676,43.21708544,0.000299751
2025/10/25 10:56,9.88,27.3,0.4031,42.8,43.2,45.3,41.6,-0.8876,22.32439928,4.89,0.144,1.905329888,2870,3.245128493,3.044563573,42.7916504,0.000304614,45.28738554,0.000307075,41.55839302,0.000270663,43.21738506,0.000299487
2025/10/25 10:56,9.89,27.3,0.4028,42.8,43.2,45.3,41.5,-0.8883,22.30182615,4.89,0.146,1.90475302,2871,3.242085001,3.050506078,42.79195408,0.000302745,45.28769263,0.000307102,41.55866368,0.000270652,43.21768442,0.000299221
2025/10/25 10:56,9.88,27.3,0.4065,42.8,43.2,45.3,41.6,-0.8923,22.58084842,4.9,0.144,1.911607945,2872,3.279328154,3.012812239,42.79225589,0.000300869,45.28799975,0.000307132,41.55893433,0.000270643,43.2179835,0.000298953
2025/10/25 10:56,9.9,27.3,0.4043,42.8,43.2,45.3,41.5,-0.8886,22.41478056,4.9,0.147,1.910742484,2873,3.261422715,3.035485083,42.79255582,0.000298985,45.2883069,0.000307162,41.55920497,0.000270637,43.21828232,0.000298684
2025/10/25 10:56,9.89,27.3,0.4046,42.8,43.2,45.3,41.5,-0.8896,22.43739807,4.9,0.145,1.911319564,2874,3.264471278,3.029587078,42.79285386,0.000297094,45.28861407,0.000307194,41.5594756,0.000270632,43.21858087,0.000298412
2025/10/25 10:56,9.9,27.3,0.4013,42.8,43.2,45.3,41.5,-0.8886,22.18909363,4.9,0.145,1.911319564,2875,3.239189993,3.056319642,42.79315,0.000295195,45.28892128,0.000307227,41.55974623,0.000270629,43.21887914,0.000298138
2025/10/25 10:56,9.89,27.3,0.4061,42.8,43.2,45.3,41.6,-0.887,22.55061876,4.9,0.143,1.911896221,2876,3.27666577,3.018312118,42.79344425,0.000293289,45.28922853,0.000307261,41.56001686,0.000270629,43.21917715,0.000297862
2025/10/25 10:56,9.89,27.3,0.4039,42.8,43.2,45.3,41.5,-0.889,22.38463769,4.89,0.145,1.905041507,2877,3.250845127,3.04228581,42.79373658,0.000291375,45.28953581,0.000307297,41.56028749,0.00027063,43.21947487,0.000297584
2025/10/25 10:56,9.9,27.3,0.4028,42.8,43.2,45.3,41.6,-0.8873,22.30182615,4.9,0.145,1.911319564,2878,3.250716743,3.045482207,42.79402699,0.000289453,45.28984312,0.000307333,41.56055812,0.000270634,43.21977231,0.000297305
2025/10/25 10:56,9.89,27.3,0.4009,42.8,43.2,45.3,41.6,-0.888,22.1590691,4.9,0.145,1.911319564,2879,3.236101094,3.056146799,42.79431548,0.000287524,45.29015047,0.000307371,41.56082876,0.00027064,43.22006948,0.000297023
2025/10/25 10:56,9.9,27.3,0.4039,42.8,43.2,45.3,41.5,-0.8876,22.38463769,4.9,0.144,1.911607945,2880,3.259507154,3.03726899,42.79460204,0.000285588,45.29045786,0.000307411,41.5610994,0.000270648,43.22036636,0.00029674
2025/10/25 10:56,9.89,27.3,0.4046,42.8,43.2,45.3,41.6,-0.8873,22.43739807,4.9,0.146,1.911031077,2881,3.264090801,3.02994022,42.79488666,0.000283643,45.29076529,0.000307451,41.56137005,0.000270658,43.22066296,0.000296454
2025/10/25 10:56,9.88,27.3,0.4046,42.8,43.2,45.3,41.6,-0.8883,22.43739807,4.9,0.146,1.911031077,2882,3.264090801,3.02687658,42.79516932,0.000281691,45.29107277,0.000307493,41.56164072,0.00027067,43.22095927,0.000296167
2025/10/25 10:56,9.88,27.3,0.4009,42.8,43.2,45.3,41.6,-0.8859,22.1590691,4.9,0.145,1.911319564,2883,3.236101094,3.053056661,42.79545004,0.000279732,45.29138028,0.000307536,41.56191139,0.000270684,43.22125529,0.000295877
2025/10/25 10:56,9.89,27.3,0.4031,42.8,43.2,45.3,41.6,-0.891,22.32439928,4.9,0.143,1.911896221,2884,3.253766682,3.039554143,42.79572878,0.000277765,45.29168784,0.000307581,41.56218209,0.0002707,43.22155102,0.000295586
2025/10/25 10:56,9.89,27.3,0.4016,42.8,43.2,45.2,41.6,-0.8876,22.21162238,4.9,0.145,1.911319564,2885,3.24149975,3.051056845,42.79600556,0.00027579,45.29199544,0.000307626,41.5624528,0.000270718,43.22184646,0.000295292
2025/10/25 10:56,9.88,27.3,0.4061,42.8,43.2,45.3,41.6,-0.8873,22.55061876,4.89,0.144,1.905329888,2886,3.267950165,3.023301917,42.79628036,0.000273808,45.29230309,0.000307673,41.56272352,0.000270739,43.2221416,0.000294997
2025/10/25 10:56,9.88,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8896,22.27174245,4.9,0.146,1.911031077,2887,3.247265638,3.042559834,42.79655318,0.000271818,45.29261079,0.000307721,41.56299427,0.000270761,43.22243645,0.0002947
2025/10/25 10:56,9.9,27.4,0.4058,42.8,43.2,45.4,41.7,-0.8916,22.50823533,4.89,0.142,1.905906334,2888,3.264462344,3.032658661,42.796824,0.000269821,45.29291854,0.000307771,41.56326505,0.000270786,43.222731,0.000294401
2025/10/25 10:56,9.91,27.4,0.4024,42.8,43.3,45.4,41.7,-0.8903,22.25227134,4.9,0.145,1.911319564,2889,3.245653763,3.053313977,42.79709282,0.000267816,45.29322633,0.000307822,41.56353585,0.000270813,43.22302525,0.000294099
2025/10/25 10:56,9.9,27.4,0.4031,42.8,43.2,45.4,41.7,-0.8876,22.30487673,4.9,0.143,1.911896221,2890,3.251783292,3.044483322,42.79735963,0.000265804,45.29353418,0.000307874,41.56380667,0.000270841,43.2233192,0.000293796
2025/10/25 10:56,9.89,27.4,0.4046,42.8,43.2,45.4,41.7,-0.8876,22.41776508,4.9,0.145,1.911319564,2891,3.262485087,3.031431481,42.79762442,0.000263783,45.29384208,0.000307927,41.56407753,0.000270872,43.22361285,0.000293491
2025/10/25 10:56,9.88,27.4,0.4024,42.8,43.3,45.4,41.6,-0.8876,22.25227134,4.9,0.146,1.911031077,2892,3.245276232,3.044424971,42.79788719,0.000261756,45.29415003,0.000307981,41.56434842,0.000270905,43.22390618,0.000293184
2025/10/25 10:56,9.89,27.4,0.4024,42.8,43.2,45.3,41.6,-0.888,22.25227134,4.9,0.145,1.911319564,2893,3.245653763,3.04715189,42.79814793,0.000259721,45.29445804,0.000308037,41.56461934,0.00027094,43.22419921,0.000292875
2025/10/25 10:56,9.9,27.3,0.4009,42.8,43.2,45.3,41.6,-0.8896,22.1590691,4.89,0.144,1.905329888,2894,3.228280596,3.066647928,42.79840663,0.000257678,45.29476611,0.000308094,41.5648903,0.000270977,43.22449193,0.000292564
2025/10/25 10:56,9.9,27.3,0.4028,42.8,43.2,45.3,41.6,-0.8886,22.30182615,4.9,0.143,1.911896221,2895,3.251473369,3.044773515,42.79866328,0.000255627,45.29507423,0.000308153,41.5651613,0.000271017,43.22478434,0.000292251
2025/10/25 10:56,9.9,27.3,0.4024,42.8,43.2,45.3,41.6,-0.8883,22.27174245,4.9,0.146,1.911031077,2896,3.247265638,3.048718862,42.79891788,0.000253569,45.29538241,0.000308212,41.56543233,0.000271058,43.22507644,0.000291936
2025/10/25 10:56,9.89,27.3,0.4061,42.8,43.2,45.3,41.6,-0.8873,22.55061876,4.9,0.143,1.911896221,2897,3.27666577,3.018312118,42.79917042,0.000251504,45.29569066,0.000308273,41.56570341,0.000271101,43.22536821,0.00029162
2025/10/25 10:56,9.88,27.3,0.4061,42.8,43.2,45.3,41.5,-0.8896,22.55061876,4.9,0.146,1.911031077,2898,3.275518984,3.016315902,42.79942089,0.00024943,45.29599896,0.000308335,41.56597454,0.000271147,43.22565967,0.000291301
2025/10/25 10:56,9.89,27.4,0.4024,42.8,43.3,45.4,41.7,-0.8886,22.25227134,4.9,0.146,1.911031077,2899,3.245276232,3.047506373,42.79966928,0.00024735,45.29630733,0.000308399,41.56624571,0.000271194,43.22595081,0.00029098
2025/10/25 10:56,9.88,27.4,0.4031,42.8,43.3,45.4,41.7,-0.8876,22.30487673,4.9,0.143,1.911896221,2900,3.251783292,3.03833285,42.79991558,0.000245261,45.29661576,0.000308463,41.56651693,0.000271244,43.22624163,0.000290658
2025/10/25 10:56,9.88,27.4,0.4024,42.8,43.2,45.4,41.6,-0.888,22.25227134,4.9,0.145,1.911319564,2901,3.245653763,3.044070847,42.8001598,0.000243166,45.29692426,0.000308529,41.5667882,0.000271296,43.22653213,0.000290333
2025/10/25 10:56,9.87,27.4,0.4046,42.8,43.2,45.4,41.7,-0.8893,22.41776508,4.9,0.144,1.911607945,2902,3.262865141,3.024948802,42.80040191,0.000241062,45.29723282,0.000308596,41.56705952,0.00027135,43.2268223,0.000290006
2025/10/25 10:56,9.9,27.4,0.4043,42.8,43.2,45.4,41.6,-0.888,22.39516968,4.9,0.147,1.910742484,2903,3.259437395,3.037333994,42.80064192,0.000238951,45.29754145,0.000308665,41.5673309,0.000271406,43.22711214,0.000289678
2025/10/25 10:56,9.89,27.4,0.4005,42.8,43.2,45.3,41.6,-0.8873,22.10972856,4.9,0.146,1.911031077,2904,3.230650067,3.06130339,42.80087981,0.000236832,45.29785015,0.000308735,41.56760233,0.000271464,43.22740165,0.000289347
2025/10/25 10:56,9.89,27.4,0.4001,42.8,43.2,45.3,41.6,-0.8876,22.07976486,4.9,0.143,1.911896221,2905,3.228676552,3.063174598,42.80111558,0.000234706,45.29815892,0.000308806,41.56787382,0.000271524,43.22769083,0.000289015
