run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.2750038108778377,0.014621884399729715,0.014730002619707559
2,0.3084563299420015,0.01413674206895162,0.01460942820267742
3,0.31399372258714797,0.014454835793693525,0.01563559996436278
4,0.30401132821478005,0.016169540131909244,0.014847317836274217
5,0.33002137367793966,0.014082416220474145,0.014652512185027791
