run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.2917425945203448,0.014661494535346561,0.015370984628607405
2,0.32699539248621,0.013483413219685552,0.014507649585219079
3,0.33350745387018843,0.01538624602936211,0.014983211491664242
4,0.3158614448556913,0.01359571752254955,0.013774674219058891
5,0.31257330511524983,0.01592061698713703,0.014563429131153419
