run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.26679946205593935,0.017782351137204954,0.01578066993016845
2,0.33006994248580535,0.01575332709514634,0.015656776040646764
3,0.29790856488199896,0.01642255306556729,0.01520731659584716
4,0.3196666649771847,0.015724072925645594,0.015084872856179607
5,0.3259393125613497,0.01526532033376628,0.015481750375591574
