epoch,Run1,Run2,Run3,Run4,Run5
1,0.16028078982331218,0.1554366998847459,0.22544479909089452,0.09867644053277017,0.1364710130030007
2,0.14448132812663564,0.1578967636647818,0.22270508280868875,0.08962295706168334,0.12031608489504432
3,0.12883320096890427,0.15654212346982097,0.21460344573704893,0.09405963647006917,0.1193922699674051
4,0.13031803437242714,0.1610464095607378,0.2071395356914408,0.08640856490560965,0.1256681407566701
5,0.12460343965607337,0.15404859921184688,0.19902823258033953,0.08434201761496916,0.12369306370768995
6,0.1175668259511239,0.1499044498954209,0.1892305029661218,0.0841809069109261,0.11834322926270999
7,0.11415737579457866,0.14659492136109745,0.19297437196333594,0.08427571618905463,0.12076319292437486
8,0.10994909537801056,0.1425702275740984,0.18242218703706833,0.07493286654820416,0.1269197273340371
9,0.10579563629051714,0.1447862553500103,0.1823288482258074,0.07536046667670675,0.123692555478683
10,0.10632708747295908,0.14425458719060336,0.18006895873599296,0.07611640720149541,0.12137155814108237
11,0.10187219206327891,0.13975707410196908,0.175305193419011,0.06795317331589985,0.1232887418933865
12,0.0958754729532192,0.13232765334060254,0.1693213803063114,0.06779501101649608,0.12117786716079895
13,0.10034929140787076,0.13507124206498464,0.1691071831854483,0.06445217854353995,0.11676776740172154
14,0.0977302128128902,0.12289954250741736,0.16798841560925212,0.06381540094594719,0.11932730120611407
15,0.09312378334524345,0.12426461776474844,0.16463862601445373,0.05937171883049777,0.11579481925035201
16,0.09068660224986794,0.12137870562644276,0.16414864866825837,0.0632845762932733,0.11287010329736587
17,0.08675383951175206,0.12330596757625681,0.1641661396104885,0.06343340874031901,0.10594554698252308
18,0.08602362078040106,0.11737584634507235,0.1585401900289931,0.06787119323393852,0.1061555435554686
19,0.08215637541442504,0.11296557558514436,0.15345154145432358,0.06256958693694391,0.10096031257431855
20,0.07638326680501976,0.110600427185621,0.15557063349017003,0.06465483299613657,0.10246515789640429
21,0.07767798568594003,0.10780443648577179,0.14736781432483567,0.060329082076709284,0.09716360283632705
22,0.07219851767384262,0.10172163435513248,0.14707341969767848,0.06533811694826028,0.09602151186893602
23,0.07157124233776536,0.10080247090059413,0.14912599331963816,0.0630436439584366,0.09417547099430118
24,0.069527649786249,0.09978341810975382,0.14174342448509494,0.06275646667528544,0.09208328632296718
25,0.06627064420921824,0.09398072877788718,0.1436802969782679,0.06436062084523973,0.09504694685274011
26,0.06976760556548399,0.09699871427658471,0.141631465253788,0.05666224297326981,0.094074799249999
27,0.06587500408252218,0.09751672791528292,0.1377151420870276,0.05596375308515347,0.09453303437873942
28,0.06383035075767159,0.09069614228273101,0.13814391789838837,0.05393167350587619,0.09203827345428668
29,0.06410518204223532,0.09576223455356685,0.1331492600364372,0.056694933735619256,0.08913523732117874
30,0.061286743441118716,0.09093837345169184,0.13341689729099765,0.05473120892599847,0.09232889380258398
31,0.057373679948925775,0.08760947984407158,0.13298692889400637,0.05673956040665614,0.08923344540366465
32,0.05506156814568238,0.083457790199898,0.13350536730018972,0.05221269110195329,0.09021304258211404
33,0.055512179243870016,0.08397527578874439,0.13018800974227362,0.05564343337893692,0.09007051605319401
34,0.05230080556316923,0.07915056441592153,0.12736579873811904,0.05721792596932532,0.08371967641649641
35,0.05207877014952569,0.07709875196930814,0.12556694029461438,0.05219001300337715,0.08311080433609176
36,0.056727562563247305,0.07583266006367788,0.1240744035484836,0.049616889684831765,0.0811771048631635
37,0.05528463538342338,0.07321100842907313,0.12577419883203309,0.05207934240110855,0.08669907254273113
38,0.0547714993255424,0.07341021337746963,0.1218492145954146,0.05102153015134665,0.08086052585096103
39,0.055144847790195385,0.0711033243502368,0.11746755356165385,0.05353636331112497,0.08479898462136778
40,0.05367419546711015,0.06982745649927274,0.11787523485192683,0.05285190800668767,0.0830976280790127
41,0.05494217665613911,0.07147543530769424,0.12003025537787369,0.05293922901370011,0.08135284313412731
42,0.05515604805639219,0.06735534730190262,0.11197132722633805,0.04855354352234078,0.08202797451745927
43,0.05676541885897154,0.06447663023083189,0.10900498284233907,0.05081866793130336,0.08036174209901602
44,0.05298023396882753,0.06733926457759519,0.11290354902213226,0.04982144410479944,0.07780945652731824
45,0.05514653240827978,0.06407499656677237,0.10546496172565313,0.0497428613143465,0.07296720063547538
46,0.05495816544046984,0.06530385585898382,0.10587371679753438,0.0504445896875256,0.07481985361723893
47,0.05436320241629231,0.06500482689147254,0.10506043604327424,0.045597676238349164,0.07457966949622674
48,0.0503987108071503,0.06410225457556513,0.10249777371326488,0.043600327000323395,0.07356291483844767
49,0.049896545875849775,0.062012270677167886,0.10308573636450592,0.04488193509030262,0.07168385522144179
50,0.05079911449621084,0.06003575355914718,0.10385677963366735,0.04353512487157937,0.07018469745615075
51,0.04760730694487955,0.058519727918944865,0.09986229650413674,0.044509061191693726,0.06990689937757186
52,0.05164418929246289,0.058546534031678615,0.09912276618937171,0.04190110708527549,0.07071173428444898
53,0.04715598844729947,0.0583545531089911,0.09727228498063324,0.0430491505326908,0.06854005165586433
54,0.04721074021083724,0.05864546599570925,0.09686522549878093,0.041577166525388266,0.06781244831698509
55,0.04863803818214871,0.0534275097843136,0.09446676257576485,0.04336001786623181,0.06493393776189826
56,0.046441683077991826,0.05814092019438547,0.09341687881532554,0.04246740578811087,0.06426592937905656
57,0.04893577391785506,0.054889321450316504,0.0897931599197812,0.04104603480214998,0.06249853035569842
58,0.04650657628520003,0.05256356506411078,0.09023189665128065,0.041803929087942324,0.06466937993640448
59,0.04699496475060879,0.05644389013788443,0.08840382472339203,0.04271777507071329,0.06381630941657891
60,0.04559607797118503,0.05573731755353835,0.08721460125865056,0.03912291623011314,0.06417249142940759
