run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.28696545737187834,0.016650899686330836,0.014559747767487708
2,0.2921200985609534,0.013908515444106683,0.01419151241188456
3,0.27000017424418865,0.014174200566460494,0.015589263200641005
4,0.30312406008859794,0.014784223320476627,0.014666440736230005
5,0.3170136637766386,0.016064588349071783,0.01551549681739255
