epoch,Run1,Run2,Run3,Run4,Run5
1,0.8804262030813631,0.8791326612672701,0.682741058418168,0.897950911403635,0.8069564164244407
2,0.8162406863021507,0.833360139097781,0.6123088733098054,0.8094371874863668,0.7492726295676291
3,0.8074023919414763,0.7709711613166077,0.576097929783912,0.7727101691923517,0.6981060829092659
4,0.7979609625716276,0.7328330144877894,0.556154085312311,0.7533839496836053,0.6352999507041779
5,0.7654641819428476,0.7051210892286018,0.48793985257437306,0.7254609812859318,0.6004656911668336
6,0.750534939727119,0.6753011111349881,0.47725061859802154,0.727875210724816,0.5666906497826134
7,0.7193927378916031,0.6673532293526662,0.4580050795744023,0.6972168977524833,0.5479919743246054
8,0.7286377259885705,0.6490472431621244,0.39997997159287607,0.6888422650814124,0.5100866600347355
9,0.6985444808373866,0.6086235058700138,0.4063655432202421,0.6684988940821126,0.4914179795992496
10,0.669747021157652,0.615241059766511,0.39055280018184646,0.6509046613858918,0.43655484148433527
11,0.649053212348706,0.5910429732001565,0.3765553564763255,0.6136353557751788,0.3973614054907708
12,0.6105299543987999,0.5667217033904565,0.35600152803746726,0.5986479217464549,0.3741655204361745
13,0.5940084647737907,0.5230414472188646,0.3017342444046178,0.5544615003069618,0.3528759580329595
14,0.596957228024554,0.49743214985615664,0.29715962318337596,0.5529926087728815,0.33192968498099074
15,0.557251310818458,0.47584589251274345,0.2708621407129161,0.497121227482214,0.29508945933160236
16,0.49086096792950734,0.4550496694157251,0.26755640540413983,0.48208584839481594,0.2789077448871632
17,0.46336848706509237,0.4615746474943585,0.24912126153082675,0.5257633687984754,0.2702930575749039
18,0.4639972865717983,0.40748432518352323,0.25398358854455433,0.4658094520822297,0.24604278369723212
19,0.41992393315720183,0.41488910434306164,0.19336749551078183,0.44050079921948676,0.20177037365227052
20,0.41866246703508264,0.40892645526857224,0.17316166491217969,0.4210488389222404,0.19298966058956812
21,0.39734970523333196,0.36795347550553764,0.15168467419895684,0.3853465695258292,0.17451322754483595
22,0.36935580001992907,0.3446004815295581,0.1459264621093283,0.3704600897154452,0.14770267579197913
