,0,1,2,3,4
0,0.01900330181008402,0.018340941474743456,0.01768384622367709,0.01879975003917246,0.018325191840088392
1,0.017807034620771656,0.016672794135656213,0.016117016041574526,0.01844951268990131,0.016995651512742297
2,0.016598361071279846,0.016418230133190534,0.0157630621120183,0.01598965750130471,0.016397815087173112
3,0.0163962602358636,0.016277991317167412,0.0166224556820474,0.015616592085926197,0.016032855393554778
4,0.017073471026181702,0.01611908443305472,0.017865314324309444,0.0182045651012525,0.01545211063912101
5,0.016035843943626185,0.015605979663848817,0.015421309433614689,0.015498419728928969,0.016283186198787762
6,0.0161158991262075,0.016088352643758897,0.016720916882529833,0.016438846442505817,0.016097105822748547
7,0.01648965186844768,0.015260255266318348,0.01539811422907688,0.018059071778958102,0.016323055277104318
8,0.01550126442263142,0.015876472136724454,0.015602567894572254,0.015374976312163082,0.015052221164490301
9,0.016934730582097268,0.014485592978033295,0.015606722814906942,0.015516628010629021,0.014955432936833707
10,0.01622897844065529,0.015200593598806324,0.015495160363756788,0.014717784784675988,0.015710779629710393
11,0.015675394553346784,0.016026307314586045,0.015271982687893083,0.01638628775515191,0.015365365716982124
12,0.01572105195171144,0.014797896614904856,0.015276014618669325,0.015203973060667376,0.01591740659148192
13,0.015857908051571074,0.01473348387078192,0.015315896457810613,0.01539817423933545,0.015261591177189447
14,0.015277763013956011,0.01575329938304221,0.015383833170070655,0.015603707099072316,0.01486603039588849
15,0.015260153709424202,0.014600375922438284,0.015262003083292312,0.017007209896660512,0.015126257884910215
16,0.015834648905304928,0.014530587985612329,0.014319621042470023,0.014648591477856396,0.014583869031326375
17,0.015378572468057999,0.014676421476193696,0.01498966299437387,0.014492365769809029,0.01450935487551565
18,0.01543838240522794,0.014793477149178122,0.015229772157440868,0.015672141352769047,0.015042988656359458
19,0.015350425693441958,0.014062702323199866,0.015698776562318047,0.015021188986139019,0.014836533221053057
20,0.015287746608736722,0.014622860672821075,0.015150098405619875,0.014643547115979046,0.014759228868859534
21,0.014246409695045103,0.014109953624449185,0.014319370541533686,0.014647720239880898,0.014501663347200485
22,0.014537978440351935,0.016254318960327502,0.014213599380550517,0.015710601791079658,0.014123401851404116
23,0.015130461372341041,0.015153525620097481,0.014474949577006485,0.014944944009635122,0.014928244948592753
24,0.014683498702435512,0.014679259913683563,0.014131631875391976,0.01638799273093317,0.01533056781019874
25,0.013720215652161968,0.014000058498443956,0.014467681319767136,0.01565193391797225,0.014390262236155664
26,0.015242924549337006,0.014163166992154414,0.013934570624487642,0.015288632772066192,0.015796242685119144
27,0.014640301690181858,0.014402077693844613,0.014036160316253226,0.014975266932842022,0.014920582101299722
28,0.013781701937679082,0.015023014986270735,0.014787570500833066,0.015173451207643036,0.014485449824890058
29,0.014951162721343324,0.014938233699446593,0.013957566523443642,0.01510323630242628,0.014212693286665684
30,0.015368584435019773,0.014667913781080856,0.013820658722467332,0.013526567948396346,0.014422605081074541
31,0.014093966284862487,0.014320612840883455,0.014486399129845519,0.014370005612356598,0.014221783347355495
32,0.013862754199589286,0.013522306023387585,0.015174516181890153,0.014549194359813965,0.014583810659385247
33,0.013947718985166791,0.014399250811546893,0.015346107505620696,0.014622683037767066,0.014265549941168385
34,0.014009499468695613,0.014059353350548271,0.014825797734303156,0.014625990576895601,0.014482563354755442
35,0.013629295149332078,0.013748239862087641,0.014439475716247234,0.015028126606296132,0.015164589986834297
36,0.013993272051473396,0.013894283743035465,0.01393321505313476,0.016093153013689028,0.014069178604651731
37,0.014041063262503387,0.01345593676905421,0.01365821978142387,0.013467692396583833,0.015595504182312238
