epoch,0,1,2,3,4
1,0.017693030617332843,0.017402388868851405,0.01752995058795925,0.017576562792183035,0.020348218830337227
2,0.018201498516114224,0.019086819375506645,0.0160119562773572,0.017970984160652518,0.016657261640311945
3,0.016230305446797058,0.015993089965904424,0.020415072983944186,0.01598012244911866,0.016403286068703376
4,0.01589761892995119,0.015930244292188627,0.017010192368754663,0.017045581070801098,0.016212064850340734
5,0.016980038984898565,0.016138311113216897,0.018704639765659652,0.017205032366218564,0.016829208750602863
6,0.015385415144252852,0.015871634654151656,0.01615539379567355,0.018255499109570344,0.02031303333994454
7,0.01582985471741962,0.01578009638960545,0.015537404322656899,0.01566036049072597,0.016827748239194886
8,0.016289066427902735,0.01665285283143171,0.015904173328899356,0.01570051727005146,0.016697556987419752
9,0.016638123000686032,0.015148600886823967,0.015497824436531249,0.01761411585113207,0.018106061838007736
10,0.01559323895642226,0.01519826759864351,0.018045527727340836,0.016019281472935694,0.01887333105127569
11,0.015566886365862098,0.0175432622754287,0.016214866908807465,0.017265950257594934,0.01695043120126947
12,0.0158681227284206,0.01535096603322551,0.01629519726130626,0.016124173478230197,0.016311735611498117
13,0.015421216486386325,0.015123714544548772,0.01636279786430209,0.017236782937897942,0.016885642720591863
14,0.016473360157023595,0.01511904045634073,0.01577348581995608,0.017495777044221235,0.014760711175701135
15,0.016488644036676228,0.015028922537677182,0.014767966268530695,0.01612509579725928,0.015352776506854248
16,0.015498111287694048,0.015604096451985147,0.016630787755472616,0.016328920257745412,0.014824647831266972
17,0.014893212754376073,0.015481825604006362,0.015666092727078088,0.01611634427637083,0.015187961226983281
18,0.015772110229805795,0.01514303071948317,0.017235204143997124,0.018349112587193406,0.01620806645626798
19,0.015211231027879158,0.016200205039411723,0.016953815063537468,0.01455096158293532,0.01695327774239436
20,0.015691960176857082,0.016219380417806864,0.016159948228998355,0.0155230339234931,0.015207318279988119
21,0.016628541482487137,0.0149335960781825,0.014861189094075612,0.01505794572379014,0.01821506560125277
22,0.015895822908128614,0.020354468232933094,0.015411850478196525,0.014918511413997242,0.015108221092425983
23,0.014541821613576875,0.015194596207665608,0.014744442510205175,0.015620920740292959,0.015256615483922334
24,0.01469881613527458,0.014695198703455311,0.014439212681456851,0.019514591593359634,0.016018590165622043
25,0.015194381680607598,0.0169225766604673,0.017943237069926517,0.014710715644996177,0.01543425240848486
26,0.017296815868914548,0.014059274170188978,0.013963810196389467,0.014301712140088204,0.014497041151364973
27,0.016396933845371168,0.01471306481958365,0.01469963781723507,0.015047033592516811,0.01516797603131271
28,0.014943985856589912,0.01619530162153049,0.0150463957796591,0.01467372529495723,0.01587539696244041
29,0.014827755750626248,0.018709582424571065,0.014218848981028084,0.015923404533390754,0.014402669778349576
30,0.015301849641523776,0.014709358887608388,0.015087010495276873,0.01492561473141434,0.014015513911286767
31,0.015088862766656295,0.016201138299478387,0.013661122777271014,0.01470410577521017,0.014508341877516137
32,0.014117467903291842,0.013993982300358553,0.013891725925096719,0.014284193889722742,0.014351485816521495
33,0.013808544944079367,0.014697105305453149,0.014085853721042358,0.014574669823686435,0.015189138233884883
34,0.014027331213134181,0.0142406153948711,0.016050226207753412,0.014836576867319035,0.014264931252929238
35,0.014346016964163944,0.014705963725314014,0.013990839461844604,0.014313854853594444,0.01381349128224791
36,0.013936551004581266,0.014481170148284874,0.014397853586150521,0.014475135559486645,0.014748375937876888
37,0.013748898206330561,0.013476668405807773,0.01452754070045776,0.013388821723977271,0.015128694510874207
38,0.01349926503544169,0.01353295025456436,0.01421887507832318,0.01636524333707767,0.019479770169220773
39,0.013828123420645199,0.014644504555584777,0.014570805852715342,0.01603826033224423,0.01434211117614214
40,0.016354964555663428,0.013680479309608029,0.013742318639216277,0.017801079503127124,0.016463881622318082
41,0.013725424421744988,0.01466148163250226,0.01427796393957416,0.017680006187491774,0.014035024516448004
42,0.014092115936744986,0.014056620593982294,0.013157631888333172,0.01376947832435555,0.015295518062634102
43,0.01370382832437099,0.013880208863028133,0.013568008926942968,0.014939565775062922,0.013845600196131848
44,0.013686460778266135,0.013807523214140619,0.015557804010284903,0.014751066366558098,0.013350596264991507
45,0.01350322494703382,0.014637017765775511,0.013848529586873994,0.013972878353904077,0.014887283118682667
46,0.013112945140267456,0.013826222234105604,0.013938181356782287,0.0145943557255669,0.015025552612583397
47,0.012900124579789889,0.01580732851807092,0.013988266010144296,0.017113354382906162,0.016112161366242432
48,0.013551427877132812,0.013980430398497001,0.013249183346355605,0.015209696474271306,0.01529381308700311
49,0.013948630294229112,0.014245321815236,0.014757922422482831,0.015473286286136622,0.017172066406477515
50,0.0133877451354729,0.014104833725416073,0.014006696727951613,0.01456672457851378,0.01591875957063326
