run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.2683339269307681,0.0133877451354729,0.01344698197165618
2,0.34147518823711887,0.01471306481958365,0.015714908183915025
3,0.3551002101094025,0.016953815063537468,0.016131269641622255
4,0.2738840952006766,0.014939565775062922,0.015358347176580921
5,0.4069755384278416,0.017172066406477515,0.015904470608587944
