run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.2848873307437184,0.014054169977500487,0.01393299809577263
2,0.34792098134995464,0.015565379396370876,0.01559417735363271
3,0.3022960196382545,0.014300257048752417,0.014934884909899668
4,0.3121988991688633,0.013934715781861767,0.014716889354600611
5,0.3432618055709794,0.01417230011353392,0.015120474553429094
