epoch,Run1,Run2,Run3,Run4,Run5
1,3.6901480008763308,1.0158087344134148,1.3874884819721156,0.5677394829233272,1.0052683454925255
2,3.2500685171094106,1.5844548252319104,3.456603080829275,0.48738452203904353,0.06896263018534093
3,2.840040533286962,1.3093823689911182,2.400238851741667,0.5052841332847787,0.8592086631014944
4,2.6432977276007903,1.0560705653260387,1.9952258109884997,0.7110308491550593,1.029372673935338
5,2.100146529217271,1.1673829513787144,0.98361488543793,0.8677080327674983,1.087031026546559
6,1.85755010216402,1.2124437378090147,0.887152880631101,0.4939915730031745,1.1352505985334878
7,2.0013173056631417,1.2130427610654704,0.6588498568990725,0.72821108100473,1.0910294075384532
8,1.7519847650126834,1.2668867062299294,0.4681566297492538,0.2649351868003152,1.1918548739913948
9,1.5482461420371787,1.4598177938553543,0.3607803729324617,0.2910779463838974,1.437151825244964
10,1.3370287715723503,1.510735243600719,0.7948858079530932,0.21851044548805407,1.1341468056073303
11,1.583204573699567,1.571673131156132,0.3769927720482456,0.2101036917186684,1.2714774370370427
12,1.8331867144939555,1.471911497534239,0.2350893340476293,0.22454471486704783,1.1782205821152227
13,1.4828306496477162,1.503466494781572,0.4297432256456488,0.231773031774374,0.837627556324872
14,1.625980814793614,1.7002516840704998,0.17518399817634214,0.2966291262729078,0.46692965227205097
15,1.6383530644224378,1.6153804985105713,0.28918547205464357,0.2713551247934326,0.47600677795052304
16,1.291127902644168,1.4129552141423083,0.20796830066199595,0.18702954638094846,0.95317565283086
17,1.3147470222202953,1.8163870205425345,0.3020507723700062,0.5218162480707561,0.6259272134881233
18,1.50316159526983,1.8322798635490458,0.2023413654319442,0.194066152737897,1.0141139600771885
19,1.2346061297005129,1.7406360235498668,0.19202491465796218,0.6515639435457115,0.7899519939564286
20,1.3882660306269121,1.7697953791258525,0.32013022656328066,0.9277445903014898,0.8226622940812328
21,1.4361109449303286,2.0017312424677627,0.2038841367109134,0.6714318832465067,0.5775057337009775
22,1.5764761138326013,1.9990976801560492,0.43024375629604866,0.6549925337067426,0.7385513780293448
23,1.6268703261025081,1.8589348793053637,0.25597402319019014,0.8213348557341491,0.6870990147332767
24,1.5442251763716215,2.1297097465937296,0.36016307336131875,0.5913839882776558,0.6178733298687953
25,1.6863482041320006,2.1958230941890835,0.26690507038187633,0.5372778610915152,0.5936146130049704
26,1.4600284624591384,2.0875119328871605,0.23483005693151024,0.8688631793609151,0.7987048886474418
27,1.708255006188541,1.990204426219098,0.4832426340268987,0.5037417180159092,0.8420615432904838
28,1.5676001662475934,2.026105616589119,0.22011385376105744,1.0226839509130865,0.5420182780266557
29,1.7731222805234959,1.8836419269060183,0.4994295114120108,0.5271935142983547,0.3473836708894705
30,1.7420322366133953,2.1680121890003416,0.288080674462816,0.891921388185608,0.48993765069390116
31,1.5973985086357898,2.193504050180432,0.27447966473634955,0.9336866069247829,0.2062366278966287
32,1.5986832207041934,2.2326457127502586,0.21422559066412353,0.8648697060925958,0.3154375530006299
33,1.670763091642674,2.315568280265406,0.44370630949145534,0.8177147923759113,0.24769089904664884
34,1.822624212147769,2.0961157116217533,0.4796536206884093,0.503527802289761,0.21199543001708165
35,2.1525823388207086,2.1689921395074525,0.2509888671946054,0.5442399163720418,0.2567826712602546
36,1.577970516084105,2.2139747704547594,0.5845008785919948,0.6027771959897743,0.5634146777041127
37,1.838523763798189,2.117435229683377,0.5142473543569174,0.9382999504061696,0.24102017353532607
38,1.8758444473951896,2.2067398824195137,0.662171870070121,1.1381408604831793,0.23871157046049832
39,1.5452623534672327,1.8892543016975094,0.3100138954924553,1.0174586835528614,0.23651030903298328
40,2.214922975875798,1.9849960676870144,0.2723998818300288,1.092598990662898,0.22167204116876368
41,1.8514451903189375,2.0433084413382363,0.4392273386438175,1.0808094714865752,0.5745379021627519
42,1.7371929061978455,1.9440404570690686,0.42823730582882535,1.0433070744895736,0.2585987470898882
43,1.8947975836674216,2.1565271835188202,0.6973292858650306,1.205491648844047,0.34606799036265634
44,1.4810049248612844,2.131371426968675,0.7869299217854789,0.6790372654052698,0.2608117571540673
45,1.778182483675808,2.0644826895943607,0.8265703471339502,1.3208883711281694,0.38141927400736425
46,1.9817346744187783,1.9903599752788481,0.39886731918193813,0.9662281559970856,0.2808038696492812
47,1.578053085652601,2.008647581764171,0.8402963882325996,1.3646366409877282,0.5226840674691191
48,1.8066772457225977,2.103412253727466,0.7475333580177775,0.8534549368575478,0.3210944423992924
49,1.3846654169710335,1.948911898814364,0.5168477212887204,0.9401021131385643,0.2841422459427898
50,1.7188835785716698,1.8891257654896654,0.7826183162002288,1.4949905670787014,0.2545376483073236
51,1.564427293428477,2.067691396136223,0.5622764514062589,1.0307889543528455,0.3131573558125863
52,1.5931237430200897,1.9776090482407578,0.7556118424297859,1.3243039984255773,0.45400062998022156
53,2.048790886816024,2.0030596694171656,1.0169842940423999,1.4620894516064677,0.40097550263336773
54,1.6574961454827095,1.822800536316723,0.5238408200221235,1.614043196703984,0.2338550203700013
55,1.737900664424215,1.8928545581666312,0.6386232736743017,1.2056969239418975,0.33250107903054477
56,1.5202226414250457,1.9665809065767996,0.8246364168027612,1.6880392696413908,0.22374616690234744
57,1.8474154486814425,2.0361463953383883,0.6409056444216845,1.0562248610715859,0.354445357158752
58,1.5657860343790728,1.9591161772943622,0.9226507382143462,1.5683467574698715,0.34508087709835195
59,1.7716707680416393,2.1482082175239445,0.6206506071925622,1.6268398433232372,0.5339502821826448
60,2.0004641471153746,2.1913196458210136,0.6799052755562144,1.2196205648967349,0.5274853551558276
