run,best_out_rmse,best_train_rmse_at_best_out,avg_train_rmse_around_best_out
1,0.26940641414742206,0.014688315846828417,0.014230630712904828
2,0.293655442683592,0.01582377809371465,0.014567927241942863
3,0.3908873249425018,0.014369347368943491,0.015806681546466323
4,0.32891590303585755,0.01361802258012821,0.014208735211200458
5,0.3083788086996541,0.017120798210784823,0.01645101932101182
